"set","n","result","instance","D","runtime","seed"
"BBGRL",1000,1,"1000_ep0.0075_0_gilbert_4.in",7,6.3668,1503715229038096640
"BBGRL",1000,1,"1000_ep0.0075_0_gilbert_4.in",8,6.3378,1503715237505690368
"BBGRL",1000,1,"1000_ep0.0075_0_gilbert_4.in",9,6.692,1503715245877413120
"BBGRL",1000,1,"1000_ep0.0075_0_gilbert_4.in",10,6.225,1503715254379536640
"BBGRL",1000,996,"1000_ep0.0125_0_gilbert_7.in",1,49.5974,1503715262391657472
"BBGRL",1000,991,"1000_ep0.0125_0_gilbert_7.in",2,167.3343,1503715313873497344
"BBGRL",1000,986,"1000_ep0.0125_0_gilbert_7.in",3,167.1497,1503715483310279168
"BBGRL",1000,981,"1000_ep0.0125_0_gilbert_7.in",4,167.4567,1503715652457374976
"BBGRL",1000,975,"1000_ep0.0125_0_gilbert_7.in",5,167.4731,1503715821915762944
"BBGRL",1000,970,"1000_ep0.0125_0_gilbert_7.in",6,167.2893,1.503715991267e+18
"BBGRL",1000,966,"1000_ep0.0125_0_gilbert_7.in",7,167.9464,1503716160397169664
"BBGRL",1000,961,"1000_ep0.0125_0_gilbert_7.in",8,167.286,1503716330132419072
"BBGRL",1000,953,"1000_ep0.0125_0_gilbert_7.in",9,167.3789,1503716499319305728
"BBGRL",1000,947,"1000_ep0.0125_0_gilbert_7.in",10,167.4758,1503716668620813056
"BBGRL",1000,992,"1000_ep0.0075_0_gilbert_5.in",1,59.9075,1503716838080455936
"BBGRL",1000,985,"1000_ep0.0075_0_gilbert_5.in",2,167.1529,1503716900036673280
"BBGRL",1000,977,"1000_ep0.0075_0_gilbert_5.in",3,167.385,1503717068974258944
"BBGRL",1000,969,"1000_ep0.0075_0_gilbert_5.in",4,167.3284,1503717238226838784
"BBGRL",1000,962,"1000_ep0.0075_0_gilbert_5.in",5,167.3167,1503717407344540672
"BBGRL",1000,950,"1000_ep0.0075_0_gilbert_5.in",6,172.3217,1503717576553377024
"BBGRL",1000,3,"1000_ep0.0075_0_gilbert_5.in",7,57.225,1503717750910021120
"BBGRL",1000,2,"1000_ep0.0075_0_gilbert_5.in",8,20.3053,1503717810296878848
"BBGRL",1000,1,"1000_ep0.0075_0_gilbert_5.in",9,9.5436,1503717832383036160
"BBGRL",1000,1,"1000_ep0.0075_0_gilbert_5.in",10,9.33,1503717843961853184
"BBGRL",1000,990,"1000_ep0.0075_0_gilbert_8.in",1,56.3187,1503717855327954432
"BBGRL",1000,983,"1000_ep0.0075_0_gilbert_8.in",2,159.5378,1503717913494723584
"BBGRL",1000,974,"1000_ep0.0075_0_gilbert_8.in",3,167.1383,1.503718074812e+18
"BBGRL",1000,967,"1000_ep0.0075_0_gilbert_8.in",4,167.3628,1503718243731065344
"BBGRL",1000,958,"1000_ep0.0075_0_gilbert_8.in",5,167.2243,1503718412876340992
"BBGRL",1000,953,"1000_ep0.0075_0_gilbert_8.in",6,167.5031,1503718582037755392
"BBGRL",1000,5,"1000_ep0.0075_0_gilbert_8.in",7,85.3127,1503718751321724672
"BBGRL",1000,2,"1000_ep0.0075_0_gilbert_8.in",8,12.3982,1503718838458388992
"BBGRL",1000,1,"1000_ep0.0075_0_gilbert_8.in",9,9.7628,1503718852889518592
"BBGRL",1000,1,"1000_ep0.0075_0_gilbert_8.in",10,9.4841,1503718864492738048
"BBGRL",1000,992,"1000_ep0.0075_0_gilbert_9.in",1,59.9107,1503718875972683264
"BBGRL",1000,984,"1000_ep0.0075_0_gilbert_9.in",2,74.8074,1503718937951809024
"BBGRL",1000,978,"1000_ep0.0075_0_gilbert_9.in",3,167.2589,1503719014793874688
"BBGRL",1000,971,"1000_ep0.0075_0_gilbert_9.in",4,167.0984,1503719183960922368
"BBGRL",1000,961,"1000_ep0.0075_0_gilbert_9.in",5,167.2742,1503719352840901120
"BBGRL",1000,951,"1000_ep0.0075_0_gilbert_9.in",6,167.2039,1503719522319684096
"BBGRL",1000,945,"1000_ep0.0075_0_gilbert_9.in",7,168.1242,1503719691408465408
"BBGRL",1000,5,"1000_ep0.0075_0_gilbert_9.in",8,74.8668,1503719861319349760
"BBGRL",1000,2,"1000_ep0.0075_0_gilbert_9.in",9,15.6993,1503719938219825920
"BBGRL",1000,1,"1000_ep0.0075_0_gilbert_9.in",10,10.4068,1.503719956007e+18
"BBGRL",1000,994,"1000_ep0.01_0_gilbert_4.in",1,56.255,1503719968447290112
"BBGRL",1000,987,"1000_ep0.01_0_gilbert_4.in",2,144.6081,1503720026822101248
"BBGRL",1000,982,"1000_ep0.01_0_gilbert_4.in",3,167.1466,1503720173261146112
"BBGRL",1000,977,"1000_ep0.01_0_gilbert_4.in",4,167.1581,1503720342389243648
"BBGRL",1000,969,"1000_ep0.01_0_gilbert_4.in",5,167.3875,1503720511453090304
"BBGRL",1000,963,"1000_ep0.01_0_gilbert_4.in",6,167.7658,1503720680875225600
"BBGRL",1000,959,"1000_ep0.01_0_gilbert_4.in",7,167.7027,1503720850493980672
"BBGRL",1000,955,"1000_ep0.01_0_gilbert_4.in",8,167.2085,1503721020303857408
"BBGRL",1000,948,"1000_ep0.01_0_gilbert_4.in",9,167.6336,1503721189304743168
"BBGRL",1000,933,"1000_ep0.01_0_gilbert_4.in",10,168.4453,1503721358745477632
"BBGRL",1000,994,"1000_ep0.0125_0_gilbert_4.in",1,65.6442,1503721528980157184
"BBGRL",1000,989,"1000_ep0.0125_0_gilbert_4.in",2,167.2519,1503721596472592384
"BBGRL",1000,984,"1000_ep0.0125_0_gilbert_4.in",3,167.5827,1503721765761688064
"BBGRL",1000,978,"1000_ep0.0125_0_gilbert_4.in",4,169.1635,1503721935396317696
"BBGRL",1000,973,"1000_ep0.0125_0_gilbert_4.in",5,167.34,1503722106344590848
"BBGRL",1000,957,"1000_ep0.0125_0_gilbert_4.in",6,167.4888,1503722275720891136
"BBGRL",1000,1,"1000_ep0.0125_0_gilbert_4.in",7,14.5138,1503722445245496320
"BBGRL",1000,1,"1000_ep0.0125_0_gilbert_4.in",8,15.54,1503722461541545216
"BBGRL",1000,1,"1000_ep0.0125_0_gilbert_4.in",9,15.0729,1503722478850526208
"BBGRL",1000,1,"1000_ep0.0125_0_gilbert_4.in",10,15.8382,1503722495747468800
"BBGRL",1000,994,"1000_ep0.01_0_gilbert_2.in",1,55.6562,1503722513739159808
"BBGRL",1000,987,"1000_ep0.01_0_gilbert_2.in",2,167.455,1503722571432333568
"BBGRL",1000,981,"1000_ep0.01_0_gilbert_2.in",3,167.1663,1503722740900636672
"BBGRL",1000,974,"1000_ep0.01_0_gilbert_2.in",4,167.1745,1503722909850266624
"BBGRL",1000,969,"1000_ep0.01_0_gilbert_2.in",5,167.4947,1503723078795713536
"BBGRL",1000,961,"1000_ep0.01_0_gilbert_2.in",6,167.2305,1503723248073288704
"BBGRL",1000,955,"1000_ep0.01_0_gilbert_2.in",7,167.4718,1503723417335134464
"BBGRL",1000,950,"1000_ep0.01_0_gilbert_2.in",8,167.4303,1503723586856506624
"BBGRL",1000,949,"1000_ep0.01_0_gilbert_2.in",9,170.0975,1503723756173678080
"BBGRL",1000,935,"1000_ep0.01_0_gilbert_2.in",10,170.6773,1503723928303965696
"BBGRL",500,496,"500_ep0.025_0_gilbert_5.in",1,21.5325,1.503724099221e+18
"BBGRL",500,491,"500_ep0.025_0_gilbert_5.in",2,84.0992,1503724120990674688
"BBGRL",500,487,"500_ep0.025_0_gilbert_5.in",3,83.599,1503724205327806464
"BBGRL",500,482,"500_ep0.025_0_gilbert_5.in",4,83.5904,1503724289254556672
"BBGRL",500,478,"500_ep0.025_0_gilbert_5.in",5,83.5999,1503724373158918400
"BBGRL",500,473,"500_ep0.025_0_gilbert_5.in",6,83.8536,1503724457082929408
"BBGRL",500,468,"500_ep0.025_0_gilbert_5.in",7,83.5979,1503724541238387968
"BBGRL",500,464,"500_ep0.025_0_gilbert_5.in",8,83.931,1503724625181411072
"BBGRL",500,457,"500_ep0.025_0_gilbert_5.in",9,83.6553,1503724709349608192
"BBGRL",500,453,"500_ep0.025_0_gilbert_5.in",10,83.67,1503724793311492608
"BBGRL",500,493,"500_ep0.015_0_gilbert_4.in",1,20.7255,1503724877218744064
"BBGRL",500,487,"500_ep0.015_0_gilbert_4.in",2,83.6479,1503724898188183040
"BBGRL",500,478,"500_ep0.015_0_gilbert_4.in",3,83.7008,1503724982072130048
"BBGRL",500,467,"500_ep0.015_0_gilbert_4.in",4,83.7826,1503725066066921472
"BBGRL",500,1,"500_ep0.015_0_gilbert_4.in",5,4.4564,1503725150088010240
"BBGRL",500,1,"500_ep0.015_0_gilbert_4.in",6,4.8465,1503725154791502080
"BBGRL",500,1,"500_ep0.015_0_gilbert_4.in",7,5.205,1503725160010817792
"BBGRL",500,1,"500_ep0.015_0_gilbert_4.in",8,4.7294,1503725165606912000
"BBGRL",500,1,"500_ep0.015_0_gilbert_4.in",9,4.627,1503725170624433152
"BBGRL",500,1,"500_ep0.015_0_gilbert_4.in",10,4.8321,1503725175485552384
"BBGRL",500,495,"500_ep0.025_0_gilbert_10.in",1,24.2303,1503725180784108544
"BBGRL",500,490,"500_ep0.025_0_gilbert_10.in",2,83.6249,1503725205394989056
"BBGRL",500,486,"500_ep0.025_0_gilbert_10.in",3,83.6258,1503725289261209088
"BBGRL",500,481,"500_ep0.025_0_gilbert_10.in",4,83.9217,1503725373235373824
"BBGRL",500,476,"500_ep0.025_0_gilbert_10.in",5,83.6815,1503725457471300096
"BBGRL",500,471,"500_ep0.025_0_gilbert_10.in",6,83.6896,1503725541394750976
"BBGRL",500,466,"500_ep0.025_0_gilbert_10.in",7,83.6127,1503725625391706368
"BBGRL",500,460,"500_ep0.025_0_gilbert_10.in",8,83.6827,1503725709303444480
"BBGRL",500,455,"500_ep0.025_0_gilbert_10.in",9,83.6574,1503725793289254144
"BBGRL",500,447,"500_ep0.025_0_gilbert_10.in",10,83.6724,1503725877190062080
"BBGRL",500,495,"500_ep0.025_0_gilbert_3.in",1,23.7134,1503725961104499200
"BBGRL",500,490,"500_ep0.025_0_gilbert_3.in",2,83.7318,1503725985099190528
"BBGRL",500,484,"500_ep0.025_0_gilbert_3.in",3,83.6731,1503726069132829184
"BBGRL",500,479,"500_ep0.025_0_gilbert_3.in",4,83.602,1503726153048174848
"BBGRL",500,473,"500_ep0.025_0_gilbert_3.in",5,83.6486,1503726236948933632
"BBGRL",500,467,"500_ep0.025_0_gilbert_3.in",6,83.6188,1503726320898398976
"BBGRL",500,456,"500_ep0.025_0_gilbert_3.in",7,83.7115,1503726404852657664
"BBGRL",500,1,"500_ep0.025_0_gilbert_3.in",8,8.286,1503726488803788032
"BBGRL",500,1,"500_ep0.025_0_gilbert_3.in",9,8.3053,1503726497326282752
"BBGRL",500,1,"500_ep0.025_0_gilbert_3.in",10,9.0379,1503726505888626688
"BBGRL",500,494,"500_ep0.02_0_gilbert_5.in",1,20.6296,1503726515364900352
"BBGRL",500,488,"500_ep0.02_0_gilbert_5.in",2,83.6509,1503726536232741888
"BBGRL",500,482,"500_ep0.02_0_gilbert_5.in",3,83.5872,1503726620138280192
"BBGRL",500,476,"500_ep0.02_0_gilbert_5.in",4,83.7101,1503726704021920768
"BBGRL",500,469,"500_ep0.02_0_gilbert_5.in",5,83.7148,1503726788037276416
"BBGRL",500,465,"500_ep0.02_0_gilbert_5.in",6,83.9329,1503726871989751552
"BBGRL",500,455,"500_ep0.02_0_gilbert_5.in",7,85.7138,1503726956225364224
"BBGRL",500,2,"500_ep0.02_0_gilbert_5.in",8,21.0402,1503727042237088256
"BBGRL",500,1,"500_ep0.02_0_gilbert_5.in",9,7.8208,1503727063744153088
"BBGRL",500,1,"500_ep0.02_0_gilbert_5.in",10,7.7604,1503727071809468160
"BBGRL",500,495,"500_ep0.02_0_gilbert_9.in",1,21.6445,1503727080034651904
"BBGRL",500,490,"500_ep0.02_0_gilbert_9.in",2,83.59,1503727101917440512
"BBGRL",500,484,"500_ep0.02_0_gilbert_9.in",3,83.6861,1503727185802282240
"BBGRL",500,479,"500_ep0.02_0_gilbert_9.in",4,83.5706,1503727269789338112
"BBGRL",500,473,"500_ep0.02_0_gilbert_9.in",5,83.6284,1503727353702792192
"BBGRL",500,468,"500_ep0.02_0_gilbert_9.in",6,83.6358,1503727437671419392
"BBGRL",500,461,"500_ep0.02_0_gilbert_9.in",7,83.6171,1503727521548531712
"BBGRL",500,455,"500_ep0.02_0_gilbert_9.in",8,83.6185,1503727605409348608
"BBGRL",500,450,"500_ep0.02_0_gilbert_9.in",9,83.6168,1503727689268520192
"BBGRL",500,443,"500_ep0.02_0_gilbert_9.in",10,83.581,1503727773182487552
"BBGRL",500,496,"500_ep0.025_0_gilbert_2.in",1,21.4917,1503727857059454720
"BBGRL",500,491,"500_ep0.025_0_gilbert_2.in",2,83.5913,1503727878788888576
"BBGRL",500,486,"500_ep0.025_0_gilbert_2.in",3,83.7546,1503727962680378112
"BBGRL",500,481,"500_ep0.025_0_gilbert_2.in",4,83.7445,1.503728046682e+18
"BBGRL",500,475,"500_ep0.025_0_gilbert_2.in",5,83.7901,1503728130727628800
"BBGRL",500,469,"500_ep0.025_0_gilbert_2.in",6,83.6312,1503728214823738112
"BBGRL",500,462,"500_ep0.025_0_gilbert_2.in",7,83.6979,1503728298756528384
"BBGRL",500,2,"500_ep0.025_0_gilbert_2.in",8,25.5879,1503728382697570304
"BBGRL",500,1,"500_ep0.025_0_gilbert_2.in",9,9.4724,1503728408701089024
"BBGRL",500,1,"500_ep0.025_0_gilbert_2.in",10,9.587,1503728418641458176
"BBGRL",500,492,"500_ep0.015_0_gilbert_3.in",1,20.5952,1503728428697408256
"BBGRL",500,485,"500_ep0.015_0_gilbert_3.in",2,83.602,1503728449737698304
"BBGRL",500,478,"500_ep0.015_0_gilbert_3.in",3,83.5705,1503728533614388224
"BBGRL",500,469,"500_ep0.015_0_gilbert_3.in",4,83.5998,1503728617426673408
"BBGRL",500,2,"500_ep0.015_0_gilbert_3.in",5,20.677,1503728701324892416
"BBGRL",500,1,"500_ep0.015_0_gilbert_3.in",6,5.5614,1503728722477908224
"BBGRL",500,1,"500_ep0.015_0_gilbert_3.in",7,5.4505,1503728728389093632
"BBGRL",500,1,"500_ep0.015_0_gilbert_3.in",8,5.34,1503728734265399296
"BBGRL",500,1,"500_ep0.015_0_gilbert_3.in",9,5.6742,1503728740071339776
"BBGRL",500,1,"500_ep0.015_0_gilbert_3.in",10,5.3118,1503728746210933504
"BBGRL",500,496,"500_ep0.025_0_gilbert_8.in",1,21.4085,1503728751896219392
"BBGRL",500,491,"500_ep0.025_0_gilbert_8.in",2,83.6089,1503728773778202880
"BBGRL",500,486,"500_ep0.025_0_gilbert_8.in",3,83.5877,1503728857623277824
"BBGRL",500,482,"500_ep0.025_0_gilbert_8.in",4,83.5303,1503728941451675392
"BBGRL",500,477,"500_ep0.025_0_gilbert_8.in",5,83.5488,1503729025222686464
"BBGRL",500,472,"500_ep0.025_0_gilbert_8.in",6,83.5434,1503729109106816256
"BBGRL",500,468,"500_ep0.025_0_gilbert_8.in",7,83.6662,1503729193025017344
"BBGRL",500,463,"500_ep0.025_0_gilbert_8.in",8,83.6138,1503729276997584384
"BBGRL",500,457,"500_ep0.025_0_gilbert_8.in",9,83.7097,1503729360880107520
"BBGRL",500,451,"500_ep0.025_0_gilbert_8.in",10,83.6988,1503729444828011008
"BBGRL",500,492,"500_ep0.015_0_gilbert_9.in",1,20.3731,1503729528826350592
"BBGRL",500,483,"500_ep0.015_0_gilbert_9.in",2,66.9586,1503729549616783104
"BBGRL",500,475,"500_ep0.015_0_gilbert_9.in",3,83.6506,1503729616873084672
"BBGRL",500,468,"500_ep0.015_0_gilbert_9.in",4,83.6072,1503729700759336448
"BBGRL",500,464,"500_ep0.015_0_gilbert_9.in",5,83.6559,1503729784675652352
"BBGRL",500,444,"500_ep0.015_0_gilbert_9.in",6,83.6397,1503729868579197184
"BBGRL",500,2,"500_ep0.015_0_gilbert_9.in",7,11.5527,1503729952457387776
"BBGRL",500,1,"500_ep0.015_0_gilbert_9.in",8,5.2344,1503729964244836096
"BBGRL",500,1,"500_ep0.015_0_gilbert_9.in",9,5.6018,1503729969713935360
"BBGRL",500,1,"500_ep0.015_0_gilbert_9.in",10,5.799,1503729975780889856
"BBGRL",500,496,"500_ep0.025_0_gilbert_1.in",1,21.0199,1503729982010273024
"BBGRL",500,490,"500_ep0.025_0_gilbert_1.in",2,83.5957,1503730003268226560
"BBGRL",500,486,"500_ep0.025_0_gilbert_1.in",3,83.5909,1503730087099269120
"BBGRL",500,482,"500_ep0.025_0_gilbert_1.in",4,83.5971,1503730170977383680
"BBGRL",500,476,"500_ep0.025_0_gilbert_1.in",5,84.106,1503730254884923648
"BBGRL",500,472,"500_ep0.025_0_gilbert_1.in",6,83.6553,1503730339228531200
"BBGRL",500,468,"500_ep0.025_0_gilbert_1.in",7,83.6564,1503730423199924480
"BBGRL",500,464,"500_ep0.025_0_gilbert_1.in",8,83.6664,1503730507161877248
"BBGRL",500,456,"500_ep0.025_0_gilbert_1.in",9,83.6897,1503730591068403200
"BBGRL",500,451,"500_ep0.025_0_gilbert_1.in",10,83.6114,1503730675093436928
"BBGRL",500,496,"500_ep0.025_0_gilbert_6.in",1,23.9256,1503730758945032704
"BBGRL",500,491,"500_ep0.025_0_gilbert_6.in",2,83.662,1503730783323178496
"BBGRL",500,486,"500_ep0.025_0_gilbert_6.in",3,83.6408,1503730867305427456
"BBGRL",500,481,"500_ep0.025_0_gilbert_6.in",4,83.6405,1503730951236728576
"BBGRL",500,476,"500_ep0.025_0_gilbert_6.in",5,83.6417,1503731035296749568
"BBGRL",500,470,"500_ep0.025_0_gilbert_6.in",6,83.6069,1503731119179320064
"BBGRL",500,462,"500_ep0.025_0_gilbert_6.in",7,83.9597,1503731203087227648
"BBGRL",500,449,"500_ep0.025_0_gilbert_6.in",8,83.6495,1503731287351556864
"BBGRL",500,1,"500_ep0.025_0_gilbert_6.in",9,9.5626,1503731371245388032
"BBGRL",500,1,"500_ep0.025_0_gilbert_6.in",10,9.0301,1503731381230864128
"BBGRL",500,494,"500_ep0.02_0_gilbert_7.in",1,22.9168,1503731390730555136
"BBGRL",500,488,"500_ep0.02_0_gilbert_7.in",2,84.4749,1503731413895991808
"BBGRL",500,1,"500_ep0.02_0_gilbert_7.in",3,4.7784,1503731498614854656
"BBGRL",500,1,"500_ep0.02_0_gilbert_7.in",4,4.8328,1503731503860788480
"BBGRL",500,1,"500_ep0.02_0_gilbert_7.in",5,4.5643,1503731509037843712
"BBGRL",500,1,"500_ep0.02_0_gilbert_7.in",6,4.5893,1503731514069352704
"BBGRL",500,1,"500_ep0.02_0_gilbert_7.in",7,4.4764,1503731519125370368
"BBGRL",500,1,"500_ep0.02_0_gilbert_7.in",8,4.9162,1503731523836467456
"BBGRL",500,1,"500_ep0.02_0_gilbert_7.in",9,4.9234,1503731529159866880
"BBGRL",500,1,"500_ep0.02_0_gilbert_7.in",10,4.7623,1503731534549854208
"BBGRL",500,494,"500_ep0.02_0_gilbert_4.in",1,23.0715,1503731539601249024
"BBGRL",500,489,"500_ep0.02_0_gilbert_4.in",2,83.5823,1503731562910785024
"BBGRL",500,483,"500_ep0.02_0_gilbert_4.in",3,83.5814,1503731646728039936
"BBGRL",500,476,"500_ep0.02_0_gilbert_4.in",4,83.7129,1503731730573548800
"BBGRL",500,472,"500_ep0.02_0_gilbert_4.in",5,83.6579,1503731814594803200
"BBGRL",500,466,"500_ep0.02_0_gilbert_4.in",6,83.9204,1503731898487910656
"BBGRL",500,459,"500_ep0.02_0_gilbert_4.in",7,83.6642,1503731982707776512
"BBGRL",500,2,"500_ep0.02_0_gilbert_4.in",8,24.2431,1503732066630679808
"BBGRL",500,1,"500_ep0.02_0_gilbert_4.in",9,8.32,1503732091229696768
"BBGRL",500,1,"500_ep0.02_0_gilbert_4.in",10,7.6318,1503732099924515840
"BBGRL",500,492,"500_ep0.015_0_gilbert_8.in",1,20.4553,1503732107791532544
"BBGRL",500,485,"500_ep0.015_0_gilbert_8.in",2,83.5592,1503732128717801984
"BBGRL",500,477,"500_ep0.015_0_gilbert_8.in",3,83.5403,1503732212572043008
"BBGRL",500,469,"500_ep0.015_0_gilbert_8.in",4,83.5558,1503732296412846592
"BBGRL",500,463,"500_ep0.015_0_gilbert_8.in",5,83.6344,1503732380267635712
"BBGRL",500,2,"500_ep0.015_0_gilbert_8.in",6,15.9848,1503732464148587776
"BBGRL",500,1,"500_ep0.015_0_gilbert_8.in",7,5.8134,1503732480599191296
"BBGRL",500,1,"500_ep0.015_0_gilbert_8.in",8,5.6067,1503732486878645248
"BBGRL",500,1,"500_ep0.015_0_gilbert_8.in",9,5.604,1503732492950833152
"BBGRL",500,1,"500_ep0.015_0_gilbert_8.in",10,5.5617,1503732498927817728
"BBGRL",500,494,"500_ep0.02_0_gilbert_3.in",1,22.3149,1503732504955265024
"BBGRL",500,489,"500_ep0.02_0_gilbert_3.in",2,83.5873,1503732527527489024
"BBGRL",500,483,"500_ep0.02_0_gilbert_3.in",3,83.6345,1503732611349622016
"BBGRL",500,478,"500_ep0.02_0_gilbert_3.in",4,83.6887,1503732695227736320
"BBGRL",500,471,"500_ep0.02_0_gilbert_3.in",5,83.573,1503732779181847040
"BBGRL",500,465,"500_ep0.02_0_gilbert_3.in",6,83.6206,1503732863050550784
"BBGRL",500,459,"500_ep0.02_0_gilbert_3.in",7,83.664,1503732946971023616
"BBGRL",500,451,"500_ep0.02_0_gilbert_3.in",8,83.6065,1503733030876152064
"BBGRL",500,439,"500_ep0.02_0_gilbert_3.in",9,83.6781,1503733114722754304
